train_loss,val_loss
305.69877497355145,328.2774090134954
294.066593170166,317.61083984375
282.3059466679891,293.91600055005176
260.7638114293416,272.65046250676534
238.81015221277872,243.94453586440488
208.908638159434,199.68711301504848
180.40284776687622,173.50474199042262
149.90052103996277,137.7353608005018
124.96663498878479,103.82833154517483
100.22054513295491,88.60123815881201
82.77868636449178,73.4223059229104
67.66664425532024,61.684257645204845
54.35704227288564,46.768646010433336
44.67560211817423,41.37154466560088
39.77573490142822,36.07889795877848
38.121654073397316,34.74454569529338
37.46256144841512,37.42691922475056
36.41981412967046,34.39586016643478
36.01075158516566,35.53304451632212
35.87057457367579,34.657367913119764
34.249926487604775,32.14307192147496
34.94506404797236,33.052877793829126
33.74687206745148,34.43247873237334
34.544499258200325,31.997313120278967
34.3654952843984,31.66478598261454
34.06131239732107,33.12078857421875
33.27610202630361,32.473185780536696
33.22802714506785,31.101711801735753
32.99794375896454,31.921618863760706
33.58621372779211,34.253995757505116
33.66652544339498,31.634236737906214
33.35335924228033,32.7293999453625
33.190009554227196,30.86075555272849
33.059729079405464,31.329419836940534
32.95156139135361,30.55466364665204
32.87237334251404,29.93786232729992
32.82192236185074,30.101638679044793
32.27880241473516,30.442369024437593
32.444270273049675,30.967475960053594
32.58228667577108,30.977432733558746
32.04053592681885,29.842880800545935
31.92002785205841,29.972141518650286
31.09857698281606,29.163782625313264
31.89446997642517,30.457622022513885
31.874147454897564,29.652282048420734
31.36191685994466,29.24424373672669
31.186414162317913,29.72576272344015
31.336983581384022,29.013030730098126
30.54561372598012,29.00257409337055
30.893127421538036,29.70193003459149
31.455210864543915,29.20518557996635
30.812784532705944,29.514060169817455
30.587653477986652,29.87873134842838
30.77664868036906,29.09018309719591
30.886837383111317,29.959908519882752
31.105853875478108,29.372812983501387
30.82277109225591,28.989258593823536
30.6398667494456,28.588195731840937
31.47633409500122,28.899487575852728
31.00925685962041,28.827120516673627
30.36161345243454,28.31919909098062
30.25066622098287,28.834970198481916
30.7094562848409,28.383608783584044
30.20131931702296,28.22472903240158
30.4535697499911,28.354546650346503
30.361821989218395,28.791108510580408
29.892866452534992,28.3951261129724
29.93013350168864,28.492537280163134
30.756671607494354,29.20708941264325
31.194748878479004,28.47395827971309
29.959976315498352,28.813708753470916
30.524987637996674,29.41564058970256
30.537999232610066,28.500267603311194
29.993297417958576,28.101491307637776
30.44137591123581,28.181046290569995
29.709356149037678,28.911901611879646
30.794196128845215,28.8741953516581
29.525254607200623,28.14363371607769
29.480576157569885,28.157518777502588
30.362442076206207,28.072699443403497
29.564327200253803,27.847631063806006
29.703017036120098,27.913031520613703
30.091236452261608,27.852830496179052
29.769400477409363,27.85291048992111
29.878817816575367,28.04986526305417
29.796939233938854,27.878407719623613
29.820807139078777,28.044034383383142
30.212478796641033,28.08449317748288
29.928143322467804,27.917457235864845
29.92108976840973,27.728474904255695
29.97167319059372,28.07617157625865
29.081234494845074,27.81086946970009
29.58462444941203,27.813170559435004
29.693476875623066,27.779476050870965
29.644322057565052,27.80624897508736
29.676486770311993,27.839237442935804
30.01888672510783,28.50964916183288
29.393853902816772,27.99799454930317
29.269730349381764,28.03361184912992
30.008585214614868,27.773616905672004
29.031494438648224,27.759973227259625
30.025357445081074,27.717577003570923
28.967607816060383,27.821031708315193
29.86898708343506,28.08948578891984
28.890563786029816,28.342007625533874
29.756550947825115,27.71333947239152
29.687651594479878,28.466186845158955
29.706411063671112,27.628228359911816
29.318798740704853,27.90230298329549
29.487112919489544,28.09142962995782
29.148995955785114,28.073671639683734
29.34249673287074,27.6280970286174
29.332964956760406,27.84716240756483
29.178464551766712,27.660688630069593
29.738501111666363,27.656982352934687
30.124956885973614,27.961490240441748
29.54753241936366,27.706731083881426
29.52171794573466,27.53198150267084
29.15259301662445,27.565580207181263
29.54290020465851,29.106003037418226
29.26210508743922,27.48035729649555
29.44229320685069,27.795186490897674
29.209572454293568,27.428076985370684
29.225480953852337,27.491405073418676
29.393450617790222,27.649069820541932
30.007908205191296,27.674127371914416
29.702763974666595,27.85025107142437
28.9275128642718,27.525968160973974
29.243447422981262,27.47111724945436
29.07572728395462,27.843785435320385
