train_loss,val_loss
303.2974133491516,328.99580695830196
299.70041545232135,315.1741748488093
287.9372019767761,303.5708667801087
280.9052001635234,284.3428048742823
264.5526164372762,266.9169956804758
247.8088534673055,241.7772663530097
236.64763243993124,232.7409984174981
219.8376433054606,216.076953566218
207.4477332433065,202.22398541921592
193.9773761431376,193.60753622399756
184.3205558458964,171.30059014745507
173.9469839731852,164.18663888954254
164.4887661933899,152.18012439773744
152.1204695701599,139.13706620917262
146.85523994763693,133.3822921385248
138.81804235776266,131.56375269142978
130.32721710205078,124.30381949551135
123.28250670433044,116.06690078183829
120.1597265402476,112.4325707676899
113.84809136390686,103.4858559298228
109.56254148483276,103.21658610148602
107.17390044530232,97.29425246457019
104.28907926877339,94.60417947424463
100.94350115458171,93.04458425131189
98.35498770078023,89.61262144525367
98.83053088188171,88.67861938476562
97.07820375760396,89.360881161977
95.33224439620972,87.65688751404544
93.50777268409729,84.3682535010648
90.8627478281657,81.1556212643543
89.7289715607961,79.42518413497741
87.46954989433289,78.78284458941724
86.67178559303284,77.09300962700901
84.90003840128581,75.90428869408298
83.58352065086365,73.81833781966243
83.04620059331258,73.39103312664722
80.39175645510356,71.34730488420969
79.60622056325276,69.99141164572842
79.1960350672404,70.54669929412474
77.61524550120036,67.88116845739893
76.09796627362569,68.12675163544804
75.7401241461436,66.3296201774873
73.91758298873901,65.31431285444512
74.3090371688207,64.34470748901367
72.54996637503307,64.0832725892584
73.70284088452657,63.22979598447501
73.13022096951802,63.12690771631448
71.53363355000813,62.099067871829114
71.54040984312694,62.48981443657932
70.50075507164001,62.1507562384548
70.88041679064433,60.94223757824266
68.92518643538158,61.416239635053884
69.10296813646953,59.83915669085032
68.68627134958903,60.349347907376576
67.96040026346843,58.67942823846656
67.14747146765392,58.58578339542251
67.85423580805461,58.66209430005177
67.21722702185313,57.50815669599786
65.3588445186615,58.08015873920487
65.52702760696411,57.61325119202395
65.42047448952992,57.38756598047463
64.57080507278442,56.440310788441856
64.91163889567058,57.266344828778
64.49189571539561,56.80975415333208
64.5406254529953,56.78587819294757
63.493337194124855,56.50081165727362
63.94163795312246,55.95907638733645
63.42376307646433,55.898377246167286
63.59769912560781,55.978362531547084
63.297389904658,55.42335459697677
62.62639264265696,55.06757864894637
62.58366175492605,55.5210293229804
62.87289567788442,55.59504198740764
62.347919980684914,54.76993418314371
62.45371460914612,55.801049198012755
61.899312694867454,54.91186730258436
61.36329960823059,54.81617966617446
61.82834545771281,54.98233059802687
61.09798653920492,54.12699729275991
61.82274520397186,53.9569550479751
61.05520383516947,54.0777438979551
60.4908934434255,53.72033764942583
61.04098129272461,54.86222398137472
61.542705059051514,55.34287569896284
59.93321621417999,53.83630021796169
60.025111516316734,53.6373096144343
61.30295968055725,54.36955045217491
60.670124093691506,54.02595281026449
59.93882898489634,53.92405139969056
60.27508254845937,54.164741240352036
59.384405652681984,54.28978641923651
60.961976528167725,53.26092414396355
60.74808204174042,53.75464423306017
59.59003492196401,53.4044074552605
58.826994140942894,53.09977060340973
59.810539404551186,53.33063810417451
59.837559739748635,53.183527015777955
59.093063751856484,53.14171650898026
59.09843329588572,53.22578774877341
59.08253288269043,53.195692912641775
59.712958097457886,52.528391229100976
58.895315845807396,52.99582787019661
59.06961079438528,53.60478458634342
58.38916575908661,52.82611474646143
59.083449959754944,52.965043952666136
59.751400311787926,53.611207801175404
58.89756238460541,53.27695166346538
58.59696904818217,53.42455052754965
58.791160782178245,52.7875971047275
59.199859261512756,53.24044105805547
58.1198882261912,53.12049157935453
58.22979108492533,52.67532178580043
58.06709849834442,52.72332124824984
58.43631982803345,53.13607751317771
58.600188295046486,52.38886596495847
59.075804789861046,53.21087375319148
57.450593868891396,52.74786386145166
59.1355664730072,52.843406355524635
58.019994576772056,52.49606015308794
58.43283100922903,52.556662869740684
58.638009230295815,52.708363084907994
58.30384556452433,52.377002164541956
57.53761867682139,52.23949225552111
58.612205584843956,52.698413940797366
58.04304254055023,52.4634511097368
58.23832519849142,52.76785333472562
58.19789071877798,52.894425357680724
57.78412266572317,53.048028463340664
58.394664923350014,53.20763194991881
57.80668262640635,52.61177476630154
57.585592905680336,52.16202154504248
57.967591325441994,52.776838647313866
57.80759708086649,52.4338556772255
58.34871852397919,52.77854455235493
58.01416985193888,52.48747469430946
57.84442663192749,52.195710699242284
57.45220549901327,52.53098425807723
57.912707249323525,52.8714375783162
58.25853216648102,52.769838585911025
58.13613077004751,52.04517511574619
57.5250156323115,52.122955735907496
